"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check that the test completes all necessary steps to set statuses for created test cases.","0","createProjectWithRunsAndSetStatus","Test Rail Regression Test","Sat Jul 19 10:20:06 GMT 2025","skipped","Sat Jul 19 10:20:06 GMT 2025","tests.ui.EndToEndTest","Smoke","tests.ui.EndToEndTest","createProjectWithRunsAndSetStatus"
"Check Test Case deletion.","0","checkDeleteTestCaseTest","Test Rail Regression Test","Sat Jul 19 10:20:07 GMT 2025","skipped","Sat Jul 19 10:20:07 GMT 2025","tests.ui.TestCaseTest","Smoke","tests.ui.TestCaseTest","checkDeleteTestCaseTest"
"","0","Setup browser","Test Rail Regression Test","Sat Jul 19 10:20:06 GMT 2025","broken","Sat Jul 19 10:20:06 GMT 2025","tests.ui.ProjectTest","Mat","tests.ui.ProjectTest","setup"
"","0","Setup browser","Test Rail Regression Test","Sat Jul 19 10:20:06 GMT 2025","broken","Sat Jul 19 10:20:06 GMT 2025","tests.api.CRUDProjectTest","Smoke","tests.api.CRUDProjectTest","setup"
"","0","Setup browser","Test Rail Regression Test","Sat Jul 19 10:20:05 GMT 2025","broken","Sat Jul 19 10:20:05 GMT 2025","tests.api.CRUDProjectTest","Mat","tests.api.CRUDProjectTest","setup"
"Check Milestone creation.","0","checkCreateMilestoneTest","Test Rail Regression Test","Sat Jul 19 10:20:05 GMT 2025","skipped","Sat Jul 19 10:20:05 GMT 2025","tests.ui.MilestonesTest","Smoke","tests.ui.MilestonesTest","checkCreateMilestoneTest"
"","0","Setup browser","Test Rail Regression Test","Sat Jul 19 10:20:05 GMT 2025","broken","Sat Jul 19 10:20:05 GMT 2025","tests.ui.TestCaseTest","Mat","tests.ui.TestCaseTest","setup"
"Check Project deletion.","0","deleteProjectByName","Test Rail Regression Test","Sat Jul 19 10:20:06 GMT 2025","skipped","Sat Jul 19 10:20:06 GMT 2025","tests.api.CRUDProjectTest","Smoke","tests.api.CRUDProjectTest","deleteProjectByName"
"Check Project reading.","1","readNewProjectTest","Test Rail Regression Test","Sat Jul 19 10:20:05 GMT 2025","skipped","Sat Jul 19 10:20:05 GMT 2025","tests.api.CRUDProjectTest","Mat","tests.api.CRUDProjectTest","readNewProjectTest"
"","0","Setup browser","Test Rail Regression Test","Sat Jul 19 10:20:06 GMT 2025","broken","Sat Jul 19 10:20:06 GMT 2025","tests.ui.TestRunTest","Mat","tests.ui.TestRunTest","setup"
"Check Milestone editing.","0","checkEditMilestoneTest","Test Rail Regression Test","Sat Jul 19 10:20:06 GMT 2025","skipped","Sat Jul 19 10:20:06 GMT 2025","tests.ui.MilestonesTest","Mat","tests.ui.MilestonesTest","checkEditMilestoneTest"
"Check Project editing.","1","checkEditProjectTest","Test Rail Regression Test","Sat Jul 19 10:20:06 GMT 2025","skipped","Sat Jul 19 10:20:06 GMT 2025","tests.ui.ProjectTest","Mat","tests.ui.ProjectTest","checkEditProjectTest"
"Check Test Run deletion.","0","checkDeleteTestRunTest","Test Rail Regression Test","Sat Jul 19 10:20:07 GMT 2025","skipped","Sat Jul 19 10:20:07 GMT 2025","tests.ui.TestRunTest","Smoke","tests.ui.TestRunTest","checkDeleteTestRunTest"
"","0","Setup browser","Test Rail Regression Test","Sat Jul 19 10:20:07 GMT 2025","broken","Sat Jul 19 10:20:07 GMT 2025","tests.ui.ProjectTest","Smoke","tests.ui.ProjectTest","setup"
